sample_idx,timestamp,C3,C4,Cz,Fz,label_int,label_str
2005,7.83203125,7.2244,-1.8763,-7.6242,7.1608,0,REST
2006,7.8359375,8.9215,-1.3915,-7.3439,3.6421,0,REST
2007,7.83984375,4.5383,2.6953,-6.0428,2.5185,0,REST
2008,7.84375,8.1833,5.1828,-9.5818,3.6806,0,REST
2009,7.84765625,5.7112,9.029,-8.7659,2.3992,0,REST
2010,7.8515625,4.2281,8.2708,-7.3946,-4.3839,0,REST
2011,7.85546875,3.4446,7.4929,-4.7372,-3.9158,0,REST
2012,7.859375,-2.0867,8.5647,-3.2989,-6.1072,0,REST
2013,7.86328125,1.3658,8.9612,-4.6438,-4.5233,0,REST
2014,7.8671875,-3.5144,8.1759,1.3323,-8.066,0,REST
2015,7.87109375,-4.3429,4.2471,1.924,-5.6493,0,REST
2016,7.875,-11.129,6.8564,5.3533,-5.6191,0,REST
2017,7.87890625,-10.1939,4.4346,6.9766,-8.4637,0,REST
2018,7.8828125,-8.5776,-4.283,9.0842,-2.7119,0,REST
2019,7.88671875,-9.9535,-2.0213,3.5794,-1.5524,0,REST
2020,7.890625,-10.9509,-7.5661,10.8209,2.3798,0,REST
2021,7.89453125,-7.8632,-4.7558,12.747,3.0687,0,REST
2022,7.8984375,-2.6122,-6.194,8.6476,-0.7723,0,REST
2023,7.90234375,-2.6293,-6.1931,7.7764,1.0129,0,REST
2024,7.90625,2.3055,-9.8413,2.6554,0.785,0,REST
2025,7.91015625,2.1981,-7.1449,3.904,4.808,0,REST
2026,7.9140625,2.6672,-6.2575,0.4336,2.7754,0,REST
2027,7.91796875,5.8629,-3.6172,-3.3426,3.6364,0,REST
2028,7.921875,7.0979,0.2209,-3.5919,4.6235,0,REST
2029,7.92578125,12.8252,-1.6958,-6.7765,4.2016,0,REST
2030,7.9296875,14.3022,-0.7038,-9.8895,3.9961,0,REST
2031,7.93359375,11.766,5.1233,-8.9224,5.1275,0,REST
2032,7.9375,8.5467,0.7248,-14.7501,0.4667,0,REST
2033,7.94140625,12.248,-0.0481,-13.4753,4.3394,0,REST
2034,7.9453125,5.1583,3.5033,-11.2885,1.7647,0,REST
2035,7.94921875,4.0156,7.2439,-9.9731,2.4852,0,REST
2036,7.953125,2.5157,7.8176,-10.6233,0.4599,0,REST
2037,7.95703125,-2.2087,6.6265,-7.6798,-0.0656,0,REST
2038,7.9609375,-6.9833,6.7603,0.2664,0.852,0,REST
2039,7.96484375,-8.9095,4.0043,6.2095,-1.3469,0,REST
2040,7.96875,-8.6163,5.9473,8.2586,-4.5498,0,REST
2041,7.97265625,-12.1231,1.2768,7.3688,-9.0227,0,REST
2042,7.9765625,-12.1287,2.762,9.7635,-1.1919,0,REST
2043,7.98046875,-12.6088,-8.0225,16.9094,-3.4277,0,REST
2044,7.984375,-12.1241,-3.2856,8.5449,-3.7845,0,REST
2045,7.98828125,-10.4537,-6.1242,9.3052,-4.1223,0,REST
2046,7.9921875,-3.6689,-3.4525,14.6069,-6.7021,0,REST
2047,7.99609375,-4.2084,-4.4766,5.6883,-1.4937,0,REST
2048,8.0,0.2769,-6.1857,5.2387,-1.3795,0,REST
2049,8.00390625,2.6024,-1.5644,-0.2973,2.1243,0,REST
2050,8.0078125,8.0121,-2.8411,1.7471,0.1346,0,REST
2051,8.01171875,7.7987,-4.0751,-1.6294,0.1696,0,REST
2052,8.015625,12.4057,-4.4773,-5.7778,0.8041,0,REST
2053,8.01953125,11.9077,-1.9339,-2.0892,4.5003,0,REST
2054,8.0234375,11.9204,-0.0842,-11.9897,5.9652,0,REST
2055,8.02734375,11.148,-1.4765,-13.62,6.2712,0,REST
2056,8.03125,10.4226,2.4011,-11.5472,7.9179,0,REST
2057,8.03515625,10.6563,1.8179,-12.0491,6.0639,0,REST
2058,8.0390625,4.651,5.9335,-12.9455,5.8598,0,REST
2059,8.04296875,-0.4751,-0.5142,-9.3413,4.1156,0,REST
2060,8.046875,0.8618,2.2663,-10.5627,4.6699,0,REST
2061,8.05078125,-2.0712,4.9044,-1.0127,2.5595,0,REST
2062,8.0546875,-6.0734,4.8496,-2.1156,1.793,0,REST
2063,8.05859375,-6.4854,5.8256,1.594,-2.1957,0,REST
2064,8.0625,-9.8983,1.7525,4.0865,-4.9239,0,REST
2065,8.06640625,-10.0419,3.8831,7.4481,-5.8112,0,REST
2066,8.0703125,-12.3553,1.4776,5.3314,-7.2981,0,REST
2067,8.07421875,-12.4075,2.3396,10.7041,-6.1977,0,REST
2068,8.078125,-7.7881,2.8466,8.7224,-8.2655,0,REST
2069,8.08203125,-10.792,3.3076,16.3295,-7.1029,0,REST
2070,8.0859375,-3.4214,2.9779,7.9213,-9.5386,0,REST
2071,8.08984375,-3.7821,-3.8859,12.7058,-7.3794,0,REST
2072,8.09375,-0.4715,-0.7428,7.0105,-5.2878,0,REST
2073,8.09765625,-0.0063,-1.0739,4.6862,-4.8162,0,REST
2074,8.1015625,3.8939,-1.4723,4.6091,-1.0647,0,REST
2075,8.10546875,8.8916,0.7166,-1.7045,3.09,0,REST
2076,8.109375,9.5444,-4.2654,-1.532,9.7713,0,REST
2077,8.11328125,10.3182,-3.1483,-8.3322,7.8954,0,REST
2078,8.1171875,4.3312,-2.7582,-9.6903,7.9765,0,REST
2079,8.12109375,10.1683,-4.6544,-9.3474,13.3663,0,REST
2080,8.125,7.5082,-5.5598,-11.4422,12.3236,0,REST
2081,8.12890625,5.6743,-2.8045,-4.9195,13.2845,0,REST
2082,8.1328125,8.5955,0.3834,-3.5851,8.0468,0,REST
2083,8.13671875,7.7017,-1.693,-4.6854,7.227,0,REST
2084,8.140625,-0.0505,-2.6877,-8.2081,6.3933,0,REST
2085,8.14453125,0.6452,-1.4554,-6.0378,2.3357,0,REST
2086,8.1484375,-4.4658,-2.7288,-2.4347,4.535,0,REST
2087,8.15234375,-7.3592,2.4593,-2.8547,-3.5975,0,REST
2088,8.15625,-6.3901,5.5729,-0.8035,-7.4846,0,REST
2089,8.16015625,-5.3192,4.7603,6.8508,-10.6543,0,REST
2090,8.1640625,-4.6723,9.2336,5.7796,-10.1875,0,REST
2091,8.16796875,-7.8989,1.4027,8.2053,-13.7289,0,REST
2092,8.171875,-6.6022,3.743,6.5289,-10.2823,0,REST
2093,8.17578125,-7.0611,4.6137,5.8345,-10.8837,0,REST
2094,8.1796875,-5.0907,8.8936,9.6994,-9.9229,0,REST
2095,8.18359375,-1.4339,8.7716,6.343,-8.7314,0,REST
2096,8.1875,2.0206,2.3841,9.1491,-3.2833,0,REST
2097,8.19140625,-1.3207,6.2244,4.8015,-3.177,0,REST
2098,8.1953125,-3.1238,-0.1717,5.2564,4.0885,0,REST
2099,8.19921875,5.9985,-0.856,-1.8408,6.0811,0,REST
2100,8.203125,5.7679,-2.2402,1.381,8.937,0,REST
2101,8.20703125,6.3498,-9.4025,-0.738,9.3888,0,REST
2102,8.2109375,5.7352,-5.8151,0.4881,12.9593,0,REST
2103,8.21484375,2.7316,-6.4431,-1.5676,13.9318,0,REST
2104,8.21875,7.3555,-10.366,0.481,11.4834,0,REST
2105,8.22265625,2.4796,-9.8273,-5.8926,12.3105,0,REST
2106,8.2265625,3.9765,-7.1425,-4.1731,9.3888,0,REST
2107,8.23046875,1.1421,-6.3905,-5.7634,6.0021,0,REST
2108,8.234375,3.7252,-1.9935,-3.9439,3.2663,0,REST
2109,8.23828125,-1.5706,-5.8995,-5.9505,2.2623,0,REST
2110,8.2421875,-1.9943,-3.3956,-3.604,-7.2543,0,REST
2111,8.24609375,0.5807,1.3533,-1.6477,-5.3167,0,REST
2112,8.25,1.6436,2.4235,-4.8065,-9.4082,0,REST
2113,8.25390625,1.2072,6.3743,-3.8133,-13.4774,0,REST
2114,8.2578125,0.0809,6.8716,-5.1314,-16.0984,0,REST
2115,8.26171875,-5.8652,9.7692,0.4072,-9.8421,0,REST
2116,8.265625,0.206,7.5344,1.6357,-13.515,0,REST
2117,8.26953125,-2.7224,9.7378,0.1398,-8.317,0,REST
2118,8.2734375,-1.9133,6.8752,-0.5658,-11.2655,0,REST
2119,8.27734375,-2.8243,8.5259,2.8714,-1.2419,0,REST
2120,8.28125,-1.6031,6.7538,0.0236,3.7549,0,REST
2121,8.28515625,-4.6421,1.5173,0.2992,0.3873,0,REST
2122,8.2890625,-1.7033,0.3101,4.4442,-0.6199,0,REST
2123,8.29296875,-0.4289,-3.2532,8.3057,10.9819,0,REST
2124,8.296875,-2.0093,-4.965,3.9994,12.3603,0,REST
2125,8.30078125,-4.358,-4.0878,8.6084,11.9724,0,REST
2126,8.3046875,-1.2388,-4.2468,4.715,12.1999,0,REST
2127,8.30859375,0.3579,-8.2485,4.6837,11.5159,0,REST
2128,8.3125,-2.1327,-11.981,6.8387,8.5883,0,REST
2129,8.31640625,2.6547,-11.843,2.795,10.3551,0,REST
2130,8.3203125,0.4573,-12.8737,2.9642,6.1875,0,REST
2131,8.32421875,5.0293,-7.767,3.3299,0.9129,0,REST
2132,8.328125,7.1139,-6.4846,-4.8699,3.6968,0,REST
2133,8.33203125,7.9161,-7.0231,-2.6699,-5.6546,0,REST
2134,8.3359375,7.2696,-3.2928,-4.3219,-7.2546,0,REST
2135,8.33984375,10.219,0.6439,-4.2153,-2.5913,0,REST
2136,8.34375,5.8214,0.7976,-5.1311,-7.6669,0,REST
2137,8.34765625,5.1097,2.5027,-7.2744,-9.7556,0,REST
2138,8.3515625,8.2324,10.2992,-8.0457,-7.5078,0,REST
2139,8.35546875,1.8895,10.3011,-11.5357,-7.41,0,REST
2140,8.359375,1.1598,12.9633,-7.9383,-7.8377,0,REST
2141,8.36328125,-1.4717,12.0142,-5.6417,-5.4822,0,REST
2142,8.3671875,-5.027,11.0952,-4.1925,-4.0015,0,REST
2143,8.37109375,-6.3209,8.9754,-1.4348,-2.731,0,REST
2144,8.375,-4.8605,9.1408,-1.3333,2.9264,0,REST
2145,8.37890625,-11.1607,5.1267,4.5177,3.9154,0,REST
2146,8.3828125,-7.1441,0.0954,2.9186,3.733,0,REST
2147,8.38671875,-5.2576,0.8108,7.5073,6.9598,0,REST
2148,8.390625,-11.5073,-3.3045,11.8139,7.6638,0,REST
2149,8.39453125,-8.9192,-7.3046,10.5659,11.9022,0,REST
2150,8.3984375,-6.5199,-11.655,12.8524,8.3729,0,REST
2151,8.40234375,1.1185,-9.8986,11.3236,8.9917,0,REST
2152,8.40625,0.5427,-12.8582,10.7279,3.8054,0,REST
2153,8.41015625,2.8119,-10.7425,8.3632,4.4033,0,REST
2154,8.4140625,4.6046,-14.0853,5.947,-1.8653,0,REST
2155,8.41796875,5.907,-10.2676,2.0341,0.9066,0,REST
2156,8.421875,6.3707,-11.0161,-0.9371,-2.3676,0,REST
2157,8.42578125,9.9674,-4.7686,3.069,-5.53,0,REST
2158,8.4296875,12.5162,-2.1804,-2.3009,-4.9052,0,REST
2159,8.43359375,12.1417,0.8897,-8.9904,-5.4669,0,REST
2160,8.4375,10.6681,6.705,-11.8771,-4.0967,0,REST
2161,8.44140625,9.7558,8.6146,-11.6456,-7.0784,0,REST
2162,8.4453125,6.4555,12.5304,-11.4423,-3.813,0,REST
2163,8.44921875,6.459,12.1297,-7.9184,-5.0116,0,REST
2164,8.453125,0.1423,14.0139,-12.8909,-3.9496,0,REST
2165,8.45703125,-3.2235,14.7398,-12.3165,-3.7934,0,REST
2166,8.4609375,-4.6165,10.0336,-7.449,0.4318,0,REST
2167,8.46484375,-7.617,9.9312,-7.2512,-3.7059,0,REST
2168,8.46875,-13.1939,10.419,-3.1969,2.9679,0,REST
2169,8.47265625,-10.5923,5.8494,4.1935,4.0738,0,REST
2170,8.4765625,-11.4989,3.4612,2.7836,2.2778,0,REST
2171,8.48046875,-12.7172,-2.6678,11.7905,1.4131,0,REST
2172,8.484375,-9.1077,-3.1227,7.3588,2.7647,0,REST
2173,8.48828125,-11.5907,-6.9517,11.4428,4.6452,0,REST
2174,8.4921875,-7.1611,-10.6445,11.595,-0.4454,0,REST
2175,8.49609375,-4.6794,-10.1009,11.4499,6.8956,0,REST
2176,8.5,-1.9729,-13.7377,11.277,5.4845,0,REST
2177,8.50390625,5.5335,-16.315,9.9143,-0.7845,0,REST
2178,8.5078125,6.8541,-7.7292,7.7304,2.9258,0,REST
2179,8.51171875,7.2617,-10.5764,10.0768,3.5581,0,REST
2180,8.515625,8.0703,-8.4209,4.8806,0.758,0,REST
2181,8.51953125,13.4753,-5.7619,-2.0223,0.1683,0,REST
2182,8.5234375,12.3346,-1.5468,-5.359,1.1927,0,REST
2183,8.52734375,12.0156,3.1765,-7.8801,0.4512,0,REST
2184,8.53125,14.3029,3.7674,-7.4391,-1.775,0,REST
2185,8.53515625,4.2534,7.2041,-10.836,-2.1896,0,REST
2186,8.5390625,5.6728,11.8899,-10.198,3.57,0,REST
2187,8.54296875,5.1569,7.7629,-13.6856,-3.7813,0,REST
2188,8.546875,-0.8156,14.6443,-11.5708,-4.7414,0,REST
2189,8.55078125,-4.3705,10.3553,-11.5129,-0.4461,0,REST
2190,8.5546875,-11.0237,8.8377,-9.0866,-2.6264,0,REST
2191,8.55859375,-13.3681,7.9065,-3.3923,-3.0143,0,REST
2192,8.5625,-9.1038,5.3262,-3.0813,-3.5622,0,REST
2193,8.56640625,-9.1335,5.7605,1.8187,-1.7121,0,REST
2194,8.5703125,-10.3442,-0.2975,4.5128,-0.9842,0,REST
2195,8.57421875,-7.5423,-0.151,9.5995,-0.9599,0,REST
2196,8.578125,-8.2638,-2.9716,6.3879,0.5541,0,REST
2197,8.58203125,-7.6588,-5.0525,11.4805,0.673,0,REST
2198,8.5859375,-1.4514,-8.8359,11.7757,4.6997,0,REST
2199,8.58984375,-6.0753,-12.5658,10.4024,2.9775,0,REST
2200,8.59375,4.2006,-9.5094,10.6707,0.2017,0,REST
2201,8.59765625,-3.1206,-11.9895,10.4986,3.8315,0,REST
2202,8.6015625,5.5111,-8.695,8.9175,6.8053,0,REST
2203,8.60546875,4.4652,-7.7041,10.5168,6.6135,0,REST
2204,8.609375,11.9329,-8.2709,1.5266,9.368,0,REST
2205,8.61328125,9.2888,-5.3554,-1.2701,6.5934,0,REST
2206,8.6171875,11.5793,-3.1211,-2.7226,3.7186,0,REST
2207,8.62109375,11.8105,3.5484,-7.5035,6.7439,0,REST
2208,8.625,9.7339,4.0945,-8.9148,5.1828,0,REST
2209,8.62890625,4.4062,2.6627,-9.6381,4.9679,0,REST
2210,8.6328125,0.4102,4.7668,-9.0451,-4.1113,0,REST
2211,8.63671875,-0.3528,8.4999,-10.4862,-3.108,0,REST
2212,8.640625,-0.5788,7.0167,-12.2426,-8.2151,0,REST
2213,8.64453125,-1.361,9.5049,-6.1915,-4.3407,0,REST
2214,8.6484375,-5.371,9.6104,-5.7229,-9.3324,0,REST
2215,8.65234375,-3.8508,7.8828,-7.7366,-10.5102,0,REST
2216,8.65625,-8.9465,4.573,-5.5192,-6.9554,0,REST
2217,8.66015625,-7.1058,6.095,-3.3833,-5.2237,0,REST
2218,8.6640625,-9.7234,1.1478,2.0031,-0.8429,0,REST
2219,8.66796875,-5.2475,-3.56,1.45,-5.1571,0,REST
2220,8.671875,-8.191,-3.1015,5.4461,-3.5163,0,REST
2221,8.67578125,-3.0044,-2.664,5.4776,0.1541,0,REST
2222,8.6796875,-0.2715,-5.7166,3.3418,2.5033,0,REST
2223,8.68359375,-3.3456,-7.8391,6.3999,2.9193,0,REST
2224,8.6875,-0.8281,-8.9538,4.1192,5.6472,0,REST
2225,8.69140625,-2.8635,-4.1799,4.4572,10.2707,0,REST
2226,8.6953125,1.8682,-7.0422,9.0268,10.6412,0,REST
2227,8.69921875,4.797,-3.9122,3.4597,7.9069,0,REST
2228,8.703125,-1.2221,-2.4239,2.7833,9.5069,0,REST
2229,8.70703125,3.2633,-5.7255,2.5989,5.1339,0,REST
2230,8.7109375,6.2659,0.5057,0.3431,11.8686,0,REST
2231,8.71484375,2.7135,-0.0389,-0.3182,5.4191,0,REST
2232,8.71875,0.5884,3.1943,-1.1094,1.2353,0,REST
2233,8.72265625,-1.3259,2.4711,-0.4124,0.8843,0,REST
2234,8.7265625,6.867,5.6527,-0.4529,-1.7842,0,REST
2235,8.73046875,1.8757,6.4873,-3.1635,-10.6709,0,REST
2236,8.734375,1.4758,7.214,-3.3217,-7.005,0,REST
2237,8.73828125,5.5282,6.0634,-0.9078,-10.4342,0,REST
2238,8.7421875,0.4044,8.2364,-1.613,-11.3457,0,REST
2239,8.74609375,3.128,3.313,-5.7212,-9.2829,0,REST
2240,8.75,-0.4064,4.0407,-0.3115,-9.1164,0,REST
2241,8.75390625,-0.1387,0.0379,0.3299,-13.4385,0,REST
2242,8.7578125,-1.7725,0.4968,-1.537,-6.3391,0,REST
2243,8.76171875,-1.3696,0.156,1.6202,-2.5541,0,REST
2244,8.765625,-1.9999,-0.0149,-2.912,1.4921,0,REST
2245,8.76953125,-1.5262,-5.2659,-3.3969,4.8082,0,REST
2246,8.7734375,-2.1131,-4.0968,-0.3908,3.5838,0,REST
2247,8.77734375,-4.7397,-3.1943,-2.7388,9.621,0,REST
2248,8.78125,-4.6801,-4.3283,-1.3627,8.5084,0,REST
2249,8.78515625,-3.416,-3.5944,-0.815,11.7233,0,REST
2250,8.7890625,-4.1417,-4.2454,-0.0492,10.5608,0,REST
2251,8.79296875,-3.3924,-1.1576,-0.0891,10.5882,0,REST
2252,8.796875,-4.6821,-4.453,5.969,12.4228,0,REST
2253,8.80078125,-3.7698,-3.7104,2.4875,5.9566,0,REST
2254,8.8046875,2.2185,-4.1211,4.9555,6.7373,0,REST
2255,8.80859375,2.1387,-4.4518,3.551,1.9705,0,REST
2256,8.8125,1.2063,0.0803,10.4796,0.0518,0,REST
2257,8.81640625,-0.7337,0.2654,4.3109,-2.1838,0,REST
2258,8.8203125,6.442,-0.7084,3.9025,-8.319,0,REST
2259,8.82421875,4.1363,1.431,4.3033,-11.9909,0,REST
2260,8.828125,6.5178,-1.6671,2.6502,-11.3264,0,REST
2261,8.83203125,5.5683,0.1454,4.7282,-15.0948,0,REST
2262,8.8359375,6.0896,-0.4521,3.9263,-15.1979,0,REST
2263,8.83984375,4.4902,0.8213,-4.4252,-13.2606,0,REST
2264,8.84375,5.0616,4.7634,-5.4708,-8.7063,0,REST
2265,8.84765625,2.2499,7.4507,-8.7925,-5.8583,0,REST
2266,8.8515625,5.1926,0.4699,-6.7398,-3.8046,0,REST
2267,8.85546875,1.2184,1.8992,-5.2206,-2.7125,0,REST
2268,8.859375,2.6339,2.2847,-9.9541,0.7756,0,REST
2269,8.86328125,-2.1354,3.1775,-8.2598,5.3315,0,REST
2270,8.8671875,-8.6762,0.5779,-6.7562,10.3883,0,REST
2271,8.87109375,-7.9746,0.6709,-9.8918,10.3075,0,REST
2272,8.875,-8.0323,-0.5463,-6.5014,10.7768,0,REST
2273,8.87890625,-12.5222,-1.2701,-5.389,11.0426,0,REST
2274,8.8828125,-8.2836,-2.0288,-2.147,14.7334,0,REST
2275,8.88671875,-6.5005,-0.5258,0.4223,4.4599,0,REST
2276,8.890625,-9.3124,-2.4658,2.7865,3.2324,0,REST
2277,8.89453125,-12.6927,-3.7718,3.7975,8.3422,0,REST
2278,8.8984375,-3.7186,-6.3229,6.8558,-0.1041,0,REST
2279,8.90234375,-5.2159,-4.0507,3.3471,-4.7062,0,REST
2280,8.90625,-0.9028,-3.5572,10.6709,-4.8086,0,REST
2281,8.91015625,0.2242,-3.6583,11.4942,-4.6095,0,REST
2282,8.9140625,7.1181,-3.5968,11.5402,-8.1087,0,REST
2283,8.91796875,6.8571,-3.5529,6.9231,-11.4604,0,REST
2284,8.921875,12.1973,-0.8243,9.6132,-10.3262,0,REST
2285,8.92578125,11.1859,-2.0696,3.8512,-12.0098,0,REST
2286,8.9296875,12.4842,-1.0679,2.4759,-12.9462,0,REST
2287,8.93359375,12.4964,0.6215,-3.7166,-8.8485,0,REST
2288,8.9375,8.5077,1.0252,-1.9982,-4.2365,0,REST
2289,8.94140625,3.1688,-0.3154,-1.6941,-6.4395,0,REST
2290,8.9453125,4.5357,4.6929,-5.8584,1.4203,0,REST
2291,8.94921875,3.658,6.3015,-14.2228,4.0177,0,REST
2292,8.953125,-1.1873,7.5837,-10.5667,3.8152,0,REST
2293,8.95703125,-4.4997,5.6797,-12.0994,6.1035,0,REST
2294,8.9609375,-8.5886,8.8141,-11.9782,10.3297,0,REST
2295,8.96484375,-5.6783,4.433,-11.9099,7.3743,0,REST
2296,8.96875,-11.597,4.3916,-9.0907,11.0013,0,REST
2297,8.97265625,-9.9669,3.5824,-4.7526,11.8027,0,REST
2298,8.9765625,-14.9598,2.6769,-2.4863,5.9502,0,REST
2299,8.98046875,-13.8503,1.2702,2.0166,4.6334,0,REST
2300,8.984375,-11.1463,-0.0774,2.7843,0.9677,0,REST
2301,8.98828125,-6.1779,-3.576,7.5393,1.0401,0,REST
2302,8.9921875,-8.4659,-7.9136,6.7587,-0.2527,0,REST
2303,8.99609375,-2.268,-6.1637,11.1246,-0.8629,0,REST
2304,9.0,1.8661,-9.2405,15.7111,-4.2407,0,REST
2305,9.00390625,1.9932,-8.61,13.2322,-8.5497,0,REST
2306,9.0078125,5.099,-7.8069,13.0873,-7.777,0,REST
2307,9.01171875,12.1676,-11.0643,10.7641,-5.3682,0,REST
2308,9.015625,8.2497,-6.6127,12.8583,-8.4981,0,REST
2309,9.01953125,16.6006,-6.2955,3.1051,-6.4902,0,REST
2310,9.0234375,12.1315,-6.1308,5.0425,-7.627,0,REST
2311,9.02734375,12.6581,3.1747,-1.4659,-4.0516,0,REST
2312,9.03125,8.2401,1.3227,-0.5613,-3.7501,0,REST
2313,9.03515625,11.8,1.6262,-5.1591,-3.1555,0,REST
2314,9.0390625,8.083,7.6133,-7.5522,2.2654,0,REST
2315,9.04296875,5.8598,7.734,-9.1402,-0.5415,0,REST
2316,9.046875,2.8307,11.322,-12.1524,4.4553,0,REST
2317,9.05078125,-4.0857,9.4235,-12.4657,6.1756,0,REST
2318,9.0546875,-6.5925,10.1939,-12.5213,2.5431,0,REST
2319,9.05859375,-9.5929,9.7155,-9.2969,3.8005,0,REST
2320,9.0625,-11.5415,9.089,-8.2345,5.8323,0,REST
2321,9.06640625,-7.94,4.3597,-8.6715,2.7449,0,REST
2322,9.0703125,-9.0476,4.9768,-3.4028,5.1257,0,REST
2323,9.07421875,-10.8159,-0.0578,-7.8059,4.2846,0,REST
2324,9.078125,-14.9107,-0.1165,-1.1481,1.2215,0,REST
2325,9.08203125,-9.1346,-3.083,3.8063,0.9715,0,REST
2326,9.0859375,-3.4221,-10.8668,7.4856,2.1935,0,REST
2327,9.08984375,-6.8741,-10.9341,6.958,2.3851,0,REST
2328,9.09375,-0.9027,-8.7284,11.3389,-3.1317,0,REST
2329,9.09765625,-0.0705,-11.0319,12.9369,-2.536,0,REST
2330,9.1015625,3.4371,-11.1685,8.371,-0.6417,0,REST
2331,9.10546875,10.8311,-13.0399,11.3031,-6.1071,0,REST
2332,9.109375,8.8984,-5.6922,9.6627,-1.4037,0,REST
2333,9.11328125,8.9961,-5.3389,6.9239,-3.5622,0,REST
2334,9.1171875,9.0761,-5.7583,7.3115,-0.4169,0,REST
2335,9.12109375,6.9372,4.0702,-2.4095,-4.5237,0,REST
2336,9.125,10.256,3.7627,-2.3423,-2.5531,0,REST
2337,9.12890625,2.6881,-1.4254,-1.5378,-6.0739,0,REST
2338,9.1328125,3.2704,7.0829,-5.8375,-0.2985,0,REST
2339,9.13671875,3.052,8.4145,-5.2093,-1.4949,0,REST
2340,9.140625,-1.0575,12.8925,-6.4775,0.7311,0,REST
2341,9.14453125,-1.1707,13.8456,-7.9723,-2.8119,0,REST
2342,9.1484375,-3.3269,15.176,-7.9241,3.9642,0,REST
2343,9.15234375,-6.3949,11.7729,-7.0223,-3.0187,0,REST
2344,9.15625,-8.2237,7.7696,-6.5828,0.4165,0,REST
2345,9.16015625,-10.02,6.8481,-9.0392,3.5406,0,REST
2346,9.1640625,-9.7777,5.4446,-4.5056,4.0483,0,REST
2347,9.16796875,-8.3409,0.5855,-2.1473,2.7094,0,REST
2348,9.171875,-6.3851,-6.6965,-0.3888,6.4523,0,REST
2349,9.17578125,-5.2133,-4.9662,-1.8811,7.4274,0,REST
2350,9.1796875,1.9732,-9.0238,3.6558,4.9488,0,REST
2351,9.18359375,-0.6663,-11.0315,6.6808,3.6866,0,REST
2352,9.1875,-1.8979,-11.6948,7.6322,3.9675,0,REST
2353,9.19140625,0.8987,-12.6064,6.3279,2.5888,0,REST
2354,9.1953125,4.272,-15.3278,6.5939,5.8978,0,REST
2355,9.19921875,5.2535,-11.1299,3.8871,1.2399,0,REST
2356,9.203125,3.0694,-11.7738,4.0055,-2.1815,0,REST
2357,9.20703125,6.0979,-8.5779,5.9011,-6.0025,0,REST
2358,9.2109375,5.8398,-2.2913,4.312,-3.6099,0,REST
2359,9.21484375,3.4705,3.2096,5.5365,-4.4924,0,REST
2360,9.21875,6.0616,2.7515,4.3082,-11.3933,0,REST
2361,9.22265625,1.3455,7.0868,-0.585,-8.9122,0,REST
2362,9.2265625,1.8174,9.1668,-0.3684,-6.6414,0,REST
2363,9.23046875,4.4787,9.9114,-2.3246,-9.0295,0,REST
2364,9.234375,2.2596,8.2365,-2.6029,-5.535,0,REST
2365,9.23828125,2.4952,14.8717,-2.6244,-6.2131,0,REST
2366,9.2421875,5.9373,12.272,1.8161,-0.9761,0,REST
2367,9.24609375,-1.0566,13.1783,2.4928,-0.7315,0,REST
2368,9.25,2.1645,11.6497,-1.0102,1.1879,0,REST
2369,9.25390625,-0.9997,9.681,-1.4245,5.665,0,REST
2370,9.2578125,-0.5419,3.0061,-3.747,7.3785,0,REST
2371,9.26171875,-2.7342,-2.4611,-3.4316,10.2811,0,REST
2372,9.265625,-3.8614,1.5366,0.7977,6.6153,0,REST
2373,9.26953125,-3.9906,-9.9801,-3.9114,10.7592,0,REST
2374,9.2734375,-2.6838,-7.7466,-3.3777,9.2306,0,REST
2375,9.27734375,-0.4258,-6.7639,-0.3712,10.6809,0,REST
2376,9.28125,-5.3014,-11.1376,-4.1239,9.3188,0,REST
2377,9.28515625,-3.1091,-13.3448,-2.1948,5.0502,0,REST
2378,9.2890625,-2.8255,-10.9915,-4.323,2.4463,0,REST
2379,9.29296875,-1.4034,-14.1682,-2.2846,-0.1063,0,REST
2380,9.296875,-5.9848,-9.396,2.885,-4.0386,0,REST
2381,9.30078125,-0.5033,-5.2222,0.5874,-4.221,0,REST
2382,9.3046875,-2.8804,-3.6979,0.5858,-4.9714,0,REST
2383,9.30859375,-6.0435,-1.3899,2.029,-10.4425,0,REST
2384,9.3125,-0.3727,3.3458,3.6339,-10.8537,0,REST
2385,9.31640625,2.4358,4.1293,9.0091,-13.2534,0,REST
2386,9.3203125,5.5708,6.7013,6.573,-10.7339,0,REST
2387,9.32421875,6.551,11.119,6.5298,-12.6241,0,REST
2388,9.328125,3.8216,8.7776,6.6492,-5.129,0,REST
2389,9.33203125,4.494,13.9633,5.7192,-6.9736,0,REST
2390,9.3359375,5.2906,12.714,7.5269,-1.9483,0,REST
2391,9.33984375,8.6165,8.2936,5.0398,0.2568,0,REST
2392,9.34375,6.5196,9.6314,-0.1497,5.6425,0,REST
2393,9.34765625,6.3481,4.9756,0.7857,7.5274,0,REST
2394,9.3515625,5.8682,2.4836,0.4181,10.9704,0,REST
2395,9.35546875,4.8481,3.0608,-2.9159,13.787,0,REST
2396,9.359375,-2.0248,3.2691,-3.0826,16.5269,0,REST
2397,9.36328125,-3.3107,-3.6065,-7.7341,10.8446,0,REST
2398,9.3671875,-6.7863,-7.432,-8.3286,11.8556,0,REST
2399,9.37109375,-5.0021,-10.9681,-9.5175,7.4109,0,REST
